,bookID,title,authors,average_rating,isbn,isbn13,language_code,# num_pages,ratings_count,text_reviews_count,cover_id,downloaded
4037,12301,The Scarlet Letter,Nathaniel Hawthorne,3.39,074326469X,9780743264693,eng,538,532,11,000474437-M.jpg,0
4038,12302,Nathaniel Hawthorne's The Scarlet Letter,Nathaniel Hawthorne-Karin Jacobson,3.39,764587242,9780764587245,eng,240,8,0,000523064-M.jpg,0
4039,12306,Collected Novels: Fanshawe / The Scarlet Letter / The House of the Seven Gables / The Blithedale Romance / The Marble Fawn,Nathaniel Hawthorne-Millicent Bell,4.15,940450089,9780940450080,eng,1272,493,19,000717677-M.jpg,0
4040,12307,Hawthorne's Short Stories,Nathaniel Hawthorne-Newton Arvin,4.06,394700155,9780394700151,eng,384,1139,38,000254013-M.jpg,0
4041,12315,The Birth of Tragedy,Friedrich Nietzsche-Clifton Fadiman,3.98,486285154,9780486285153,eng,92,201,20,000311726-M.jpg,0
4042,12317,Human  All Too Human (Complete Works 3),Friedrich Nietzsche-Gary Handwerk,4.22,804741719,9780804741712,en-US,396,62,4,000577905-M.jpg,0
4043,12319,Basic Writings of Nietzsche,Friedrich Nietzsche-Walter Kaufmann-Peter Gay,4.11,679783393,9780679783398,eng,862,3144,73,000421998-M.jpg,0
4044,12321,Beyond Good and Evil,Friedrich Nietzsche-R.J. Hollingdale-Michael Tanner,4.02,014044923X,9780140449235,eng,240,43587,1024,,0
4045,12322,Daybreak: Thoughts on the Prejudices of Morality,Friedrich Nietzsche-R.J. Hollingdale,4.17,521599636,9780521599634,eng,292,786,27,000348781-M.jpg,0
4046,12328,How To Draw The Legend Of Zelda    (troll),Michael Teitelbaum-Ron Zalme,4.19,439635810,9780439635813,en-US,32,60,7,0001229636-M.jpg,1
4047,12335,Savage Beauty: The Life of Edna St. Vincent Millay,Nancy Milford,4.01,375760814,9780375760815,eng,608,6672,470,,0
4048,12346,PremiÃ¨res Histoires,JoÃ£o GuimarÃ£es Rosa,4.32,2864240157,9782864240150,fre,205,0,0,0003149899-M.jpg,1
4049,12349,My Year of Meats,Ruth Ozeki,3.95,140280464,9780140280463,eng,366,11866,1295,0006630176-M.jpg,1
4050,12350,Beef,Ruth Ozeki,3.95,3492230024,9783492230025,ger,383,2,0,,0
4051,12352,Mon Ã©pouse amÃ©ricaine,Ruth Ozeki-Florence Mortimer,3.95,2266104462,9782266104463,fre,445,2,0,000980129-M.jpg,0
4052,12358,The Partly Cloudy Patriot,Sarah Vowell-Katherine Streeter,3.88,743243803,9780743243803,eng,197,25289,1303,,0
4053,12359,Radio On: A Listener's Diary,Sarah Vowell,3.42,312183011,9780312183011,eng,256,1468,133,000174910-M.jpg,0
4054,12365,The Risk Pool,Richard Russo,4.03,99276496,9780099276494,eng,479,4856,318,00071493-M.jpg,0
4055,12366,The Whore's Child and Other Stories,Richard Russo,3.75,009943752X,9780099437529,eng,240,2653,232,00074355-M.jpg,0
4056,12370,Supermob: How Sidney Korshak and His Criminal Associates Became America's Hidden Power Brokers,Gus Russo,3.85,1582343896,9781582343891,en-US,640,88,14,000844092-M.jpg,0
4057,12372,The Lay of the Land,Richard Ford,3.9,679454683,9780679454687,eng,485,3160,343,000419022-M.jpg,0
4058,12374,Independence Day,Richard Ford,3.86,99447126,9780099447122,eng,464,12598,534,,0
4059,12378,The People's Tycoon: Henry Ford and the American Century,Steven Watts,4.02,375707255,9780375707254,eng,656,272,35,000228797-M.jpg,0
4060,12381,Wilderness: The Lost Writings  Vol. 1,Jim Morrison,3.95,679726225,9780679726227,eng,214,2857,118,000419935-M.jpg,0
4061,12383,When Somebody Loves You Back (Soulmates Dissipate  #6),Mary B. Morrison,4.38,758207301,9780758207302,en-US,285,1738,20,000505616-M.jpg,0
4062,12384,The Lords and the New Creatures,Jim Morrison,3.92,671210440,9780671210441,eng,133,2885,101,,0
4063,12395,Journey to the End of the Night,Louis-Ferdinand CÃ©line-Ralph Manheim-William T. Vollmann,4.23,811216543,9780811216548,eng,453,20628,837,000598507-M.jpg,0
4064,12398,Europe Central,William T. Vollmann,3.91,143036599,9780143036593,en-US,811,2040,240,000111278-M.jpg,0
4065,12401,Historical Atlas of Central Europe (History of East Central Europe  Vol. 1),Paul Robert Magocsi,4.43,295981466,9780295981468,en-US,288,23,3,000157426-M.jpg,0
4066,12408,Passing,Nella Larsen-Carla Kaplan,3.83,393979164,9780393979169,eng,546,323,25,0001196222-M.jpg,0
4067,12412,The Complete Fiction of Nella Larsen: Passing  Quicksand  and the Stories,Nella Larsen-Charles Larson-Marita Golden,4.12,385721005,9780385721004,eng,278,774,56,000243831-M.jpg,0
4068,12417,The Poet of Tolstoy Park,Sonny Brewer,3.92,345476328,9780345476326,eng,304,545,114,000211623-M.jpg,0
4069,12419,A Calendar of Wisdom: Daily Thoughts to Nourish the Soul,Leo Tolstoy-Peter Sekirin,4.1,684837935,9780684837932,en-US,384,423,33,000426687-M.jpg,0
4070,12424,Safe Conduct: An Autobiography and Other Writings,Boris Pasternak-B. Deutsch,3.79,081120135X,9780811201353,eng,256,80,8,,0
4071,12427,Letters  Summer 1926,Boris Pasternak-Marina Tsvetaeva-Rainer Maria Rilke,4.27,940322714,9780940322714,eng,380,172,14,000717586-M.jpg,0
4072,12441,Traveller,Richard  Adams,3.92,440204933,9780440204930,eng,355,859,74,,0
4073,12442,The Plague Dogs,Richard  Adams,3.85,345494024,9780345494023,eng,390,5655,389,000212450-M.jpg,0
4074,12444,Maia (Beklan Empire #2),Richard  Adams,4.01,670800333,9780670800339,eng,1056,1679,132,0005360211-M.jpg,0
4075,12445,The Girl in a Swing,Richard  Adams,3.51,517391732,9780517391730,eng,339,23,2,,0
4076,12446,Richard Adams's Favorite Animal Stories,Richard  Adams-Beverley Butcher,3.67,671092286,9780671092283,eng,254,1,0,,0
4077,12447,You Can't Go Home Again,Thomas Wolfe,4.05,60930055,9780060930059,eng,711,3922,251,00040604-M.jpg,0
4078,12448,Look Homeward  Angel,Thomas Wolfe,3.94,743297318,9780743297318,eng,644,10780,712,000475567-M.jpg,0
4079,12451,Of Time and the River: A Legend of Man's Hunger in His Youth,Thomas Wolfe-Pat Conroy,4.19,684867850,9780684867854,eng,896,751,42,000428596-M.jpg,0
4080,12457,Boys' Life & Search and Destroy,Howard Korder,3.76,413712001,9780413712004,en-GB,160,17,0,0001202116-M.jpg,0
4081,12458,Complete Plays 1920â€“1931,Eugene O'Neill-Travis Bogard,4.19,940450496,9780940450493,eng,1092,86,9,,0
4082,12461,Complete Plays 1913â€“1920,Eugene O'Neill-Travis Bogard,4.12,940450488,9780940450486,eng,1107,84,5,0006663901-M.jpg,0
4083,12466,The Castle in the Forest,Norman Mailer,3.13,394536495,9780394536491,en-US,477,2258,346,000253745-M.jpg,0
4084,12467,The Naked and the Dead,Norman Mailer,3.94,312265050,9780312265052,eng,721,20541,599,000177423-M.jpg,0
4085,12468,The Executioner's Song,Norman Mailer,4.07,375700811,9780375700811,eng,1056,15185,916,000228252-M.jpg,0
4086,12473,The Big Empty: Dialogues on Politics  Sex  God  Boxing  Morality  Myth  Poker & Bad Conscience in America,Norman Mailer-John Buffalo Mailer,3.31,1560258241,9781560258247,en-US,218,67,11,0006635978-M.jpg,1
4087,12474,The Armies of the Night: History as a Novel  the Novel as History,Norman Mailer,3.66,452272793,9780452272798,eng,304,2447,182,000296560-M.jpg,0
4088,12477,In Cold Blood,Truman Capote,4.07,141182571,9780141182575,eng,336,3274,299,000107798-M.jpg,0
4089,12478,Cold Blood (Lorraine Page  #2),Lynda La Plante,3.93,515124796,9780515124798,eng,462,11,2,,0
4090,12482,Amazing Disgrace (Gerald Samper #2),James Hamilton-Paterson,3.79,1933372192,9781933372198,eng,320,219,33,000961745-M.jpg,0
4091,12488,Cry  the Beloved Country,Alan Paton,3.89,99766817,9780099766810,eng,240,729,77,00078317-M.jpg,0
4092,12495,You Don't Know Jack (NY Girlfriends  #2),Erin McCarthy,3.72,075821409X,9780758214096,en-US,255,2757,117,000505935-M.jpg,0
4093,12496,The Sunset Limited,Cormac McCarthy,3.96,307278360,9780307278364,eng,160,6166,539,000167458-M.jpg,0
4094,12497,No Country for Old Men,Cormac McCarthy,4.13,375706674,9780375706677,eng,309,114408,5872,,0
4095,12498,The Border Trilogy,Cormac McCarthy,4.43,330334611,9780330334617,eng,1038,319,15,000196127-M.jpg,0
4096,12500,Bit the Jackpot (Vegas Vampires  #2),Erin McCarthy,3.88,425212130,9780425212134,eng,299,4186,125,000273694-M.jpg,0
4097,12502,McCarthy's Bar: A Journey of Discovery in Ireland,Pete McCarthy,3.79,312311338,9780312311339,eng,338,8589,383,000179391-M.jpg,0
4098,12503,Why My Wife Thinks I'm an Idiot: The Life and Times of a Sportscaster Dad,Mike Greenberg,3.58,1400064384,9781400064380,en-US,222,711,83,000746524-M.jpg,0
4099,12505,The Idiot,Fyodor Dostoyevsky-Constance Garnett-Alan Myers-Joseph Frank-Anna Brailovsky,4.18,679642420,9780679642428,eng,667,87327,2559,000419662-M.jpg,0
4100,12511,The Complete Idiot's Guide to Calculus,W. Michael Kelley,4.09,1592574718,9781592574711,en-US,352,63,9,000868698-M.jpg,0
4101,12513,True and False: Heresy and Common Sense for the Actor,David Mamet,3.94,679772642,9780679772644,eng,144,1790,143,000421637-M.jpg,0
4102,12517,On Directing Film,David Mamet,3.86,140127224,9780140127225,eng,107,2293,138,,0
4103,12521,Visions of Gerard,Jack Kerouac,3.72,140144528,9780140144529,eng,144,2478,99,00095757-M.jpg,0
4104,12522,Book of Dreams,Jack Kerouac-Robert Creeley,3.43,872863808,9780872863804,eng,250,905,25,,0
4105,12523,Sexy,Joyce Carol Oates,3.16,60541512,9780060541514,eng,288,963,116,00028487-M.jpg,0
4106,12526,Three by Annie Dillard: Pilgrim at Tinker Creek  An American Childhood  The Writing Life,Annie Dillard,4.34,60920645,9780060920647,en-US,617,550,39,00039918-M.jpg,0
4107,12527,Pilgrim at Tinker Creek,Annie Dillard,4.11,72434171,9780072434170,eng,288,16883,1525,,0
4108,12528,An American Childhood,Annie Dillard,3.91,60915188,9780060915186,eng,255,7086,606,,0
4109,12530,The Writing Life,Annie Dillard,4.03,60919884,9780060919887,en-US,113,11177,829,00039888-M.jpg,0
4110,12532,For the Time Being,Annie Dillard,4.16,375703470,9780375703478,en-US,205,3071,368,,0
4111,12533,The Maytrees,Annie Dillard,3.56,61239534,9780061239533,eng,216,4734,965,0006537511-M.jpg,0
4112,12534,Teaching a Stone to Talk: Expeditions and Encounters,Annie Dillard,4.2,60915412,9780060915414,en-US,177,4046,336,00039812-M.jpg,0
4113,12535,Plan B: Further Thoughts on Faith,Anne Lamott,4.06,1594481571,9781594481574,eng,352,18609,864,000872499-M.jpg,0
4114,12537,All New People,Anne Lamott,3.62,1582430543,9781582430546,eng,166,1518,106,000845038-M.jpg,0
4115,12540,Operating Instructions: A Journal of My Son's First Year,Anne Lamott,4.19,1400079098,9781400079094,eng,251,20993,1647,000746979-M.jpg,0
4116,12542,Grace (Eventually): Thoughts on Faith,Anne Lamott,3.98,1594489424,9781594489426,eng,255,13718,1025,000872578-M.jpg,0
4117,12545,Stiff: The Curious Lives of Human Cadavers,Mary Roach,4.06,141007451,9780141007458,eng,304,970,179,000106649-M.jpg,0
4118,12546,A Working Stiff's Manifesto: A Memoir of Thirty Jobs I Quit  Nine That Fired Me  and Three I Can't Remember,Iain Levison,3.81,812967941,9780812967944,eng,164,497,80,000606042-M.jpg,0
4119,12550,Stiff Upper Lip  Jeeves (Jeeves  #13),P.G. Wodehouse,4.29,184159105X,9781841591056,eng,211,6720,296,000886722-M.jpg,0
4120,12555,The Bonesetter's Daughter,Amy Tan,3.98,345457374,9780345457370,eng,368,105432,2599,0006611881-M.jpg,1
4121,12557,The Kitchen God's Wife,Amy Tan,4.0,143038109,9780143038108,en-US,416,64285,1625,000111415-M.jpg,0
4122,12560,The Short History of a Prince,Jane Hamilton,3.64,055299801X,9780552998017,eng,432,1767,118,,0
4123,12561,The Guardian,Jane Hamilton,3.75,785282092,9780785282099,eng,239,80,18,0006628283-M.jpg,0
4124,12564,Sometimes a Great Notion,Ken Kesey-Charles Bowden,4.21,143039865,9780143039860,eng,715,557,77,000111552-M.jpg,0
4125,12566,Sometimes A Great Notion,Ken Kesey,4.21,413372006,9780413372000,eng,637,20,2,,0
4126,12567,Sometimes A Great Notion,Ken Kesey,4.21,965450279,9780965450270,eng,628,9,2,,0
4127,12568,Trout Fishing in America / The Pill vs. the Springhill Mine Disaster / In Watermelon Sugar,Richard Brautigan,4.15,395500761,9780395500767,eng,400,8532,377,0006631596-M.jpg,1
4128,12569,Revenge of the Lawn / The Abortion / So the Wind Won't Blow it All Away,Richard Brautigan,4.29,395706742,9780395706749,eng,544,2026,97,0006631584-M.jpg,1
4129,12570,A Confederate General from Big Sur / Dreaming of Babylon / The Hawkline Monster,Richard Brautigan,4.25,395547032,9780395547038,en-US,608,1691,106,000255966-M.jpg,0
4130,12571,An Unfortunate Woman,Richard Brautigan-Taylan Taftaf,3.78,312277105,9780312277109,eng,132,1312,76,000177981-M.jpg,0
4131,12574,The Tokyo-Montana Express,Richard Brautigan,3.98,2267002892,9782267002898,fre,302,874,34,,0
4132,12576,Hawkline Monster,Richard Brautigan,3.9,671807471,9780671807474,eng,188,74,8,,0
4133,12577,The Collected Stories,Eudora Welty,4.23,156189216,9780156189217,eng,622,7003,196,,0
4134,12578,Complete Novels: The Robber Bridegroom  Delta Wedding  The Ponder Heart  Losing Battles  The Optimist's Daughter,Eudora Welty-Richard Ford-Michael Kreyling,4.17,188301154X,9781883011543,eng,1012,259,27,,0
4135,12580,Eudora Welty: Stories  Essays  and Memoirs,Eudora Welty-Richard Ford-Michael Kreyling,4.37,1883011558,9781883011550,eng,980,288,10,000929372-M.jpg,0
4136,12581,On Writing,Eudora Welty-Richard Bausch,4.04,679642706,9780679642701,eng,106,461,49,000419686-M.jpg,0
4137,12582,Essential Welty: Why I Live at the P.O.  A Memory  Powerhouse and Petrified Man,Eudora Welty,3.97,61124192,9780061124198,eng,1,84,24,00045799-M.jpg,0
4138,12583,Losing Battles,Eudora Welty,3.6,679728821,9780679728825,eng,436,419,56,000419994-M.jpg,0
4139,12586,The Eye of the Story: Selected Essays and Reviews,Eudora Welty,4.06,679730044,9780679730040,eng,368,100,10,000420039-M.jpg,0
4140,12590,One Writer's Beginnings,Eudora Welty,4.06,674639278,9780674639270,eng,104,2605,214,000413716-M.jpg,0
4141,12603,Eudora Welty Reads: Why I Live at the P.O.  and Others,Eudora Welty,2.5,155994093X,9781559940931,eng,1,3,0,,0
4142,12607,Delta Wedding,Eudora Welty-Sally Darling,3.65,1556909985,9781556909986,eng,12,5,2,,0
4143,12609,The Spirit Catches You and You Fall Down: A Hmong Child  Her American Doctors  and the Collision of Two Cultures,Anne Fadiman,4.17,374525641,9780374525644,eng,341,57049,4091,0006714604-M.jpg,0
4144,12612,Hegemony or Survival: America's Quest for Global Dominance,Noam Chomsky,3.96,805076883,9780805076882,eng,301,10839,345,000581334-M.jpg,0
4145,12614,The Chomsky-Foucault Debate: On Human Nature,Noam Chomsky-Michel Foucault-John Rajchman,3.95,1595581340,9781595581341,eng,213,1894,114,000874913-M.jpg,0
4146,12615,Media Control: The Spectacular Achievements of Propaganda,Noam Chomsky,4.02,1583225366,9781583225363,eng,103,4094,310,000846804-M.jpg,0
4147,12616,11 de Septiembre,Noam Chomsky,3.73,158322565X,9781583225653,spa,144,12,1,000846821-M.jpg,0
4148,12617,Manufacturing Consent: The Political Economy of the Mass Media,Noam Chomsky-Edward S. Herman,4.24,375714499,9780375714498,eng,412,12038,410,000229229-M.jpg,0
4149,12618,On Anarchism,Noam Chomsky-Barry Pateman,3.95,1904859208,9781904859208,eng,256,3730,169,000951729-M.jpg,0
4150,12620,The Chomsky Reader,Noam Chomsky,3.97,1852421177,9781852421175,eng,492,1564,36,000900281-M.jpg,0
4151,12622,Language and Mind 3ed,Noam Chomsky,3.87,052167493X,9780521674935,eng,190,785,28,000353290-M.jpg,0
4152,12623,Perilous Power: The Middle East & US Foreign Policy,Noam Chomsky-Gilbert Achcar-Stephan R. Shalom,4.04,1594513120,9781594513121,en-GB,242,259,16,000872634-M.jpg,0
4153,12625,Propaganda and the Public Mind,Noam Chomsky-David Barsamian,4.05,074531788X,9780745317885,en-GB,256,629,21,,0
4154,12626,On Language,Noam Chomsky-Mitsou Ronat,3.91,1565844750,9781565844759,eng,481,635,29,000805037-M.jpg,0
4155,12627,What Uncle Sam Really Wants,Noam Chomsky-Arthur Naiman-David Barsamian-Sandy Niemann,3.99,1878825011,9781878825018,eng,111,1631,129,000924875-M.jpg,0
4156,12630,Imperial Ambitions: Conversations on the Post-9/11 World,Noam Chomsky-David Barsamian,3.97,080507967X,9780805079678,eng,226,1747,89,000581494-M.jpg,0
4157,12631,On MisEducation (Critical Perspectives),Noam Chomsky-Donaldo Macedo,3.77,742529789,9780742529786,eng,199,279,20,000470796-M.jpg,0
4158,12645,Aspects of the Theory of Syntax,Noam Chomsky,3.94,262530074,9780262530071,eng,261,290,10,000151231-M.jpg,0
4159,12646,On Democracy & Education (Social Theory  Education & Cultural Change),Noam Chomsky-C.P. Otero,3.93,415926327,9780415926324,en-US,480,80,5,000269067-M.jpg,0
4160,12648,Cat Breaking Free (Joe Grey  #11),Shirley Rousseau Murphy,4.2,60578122,9780060578121,eng,375,204,19,00030592-M.jpg,0
4161,12649,Confessions,Jean-Jacques Rousseau-Patrick Coleman-Angela Scholar,3.62,192822756,9780192822758,eng,676,4755,150,000118477-M.jpg,0
4162,12650,Cat Cross Their Graves (Joe Grey  #10),Shirley Rousseau Murphy,4.3,60578114,9780060578114,eng,385,481,27,,0
4163,12651,The Social Contract,Jean-Jacques Rousseau-Maurice Cranston,3.76,143037498,9780143037491,eng,168,27463,405,000111360-M.jpg,0
4164,12652,Cat in the Dark (Joe Grey  #4),Shirley Rousseau Murphy,4.25,61059471,9780061059476,en-US,320,696,33,00044453-M.jpg,0
4165,12654,Cat on the Edge (Joe Grey  #1),Shirley Rousseau Murphy,3.9,61056006,9780061056000,eng,274,1855,179,00044206-M.jpg,0
4166,12657,The Source,James A. Michener,4.3,375760385,9780375760389,eng,1104,34147,1108,000230619-M.jpg,0
4167,12658,Hawaii,James A. Michener,4.2,375760377,9780375760372,eng,1136,64704,1318,000230616-M.jpg,0
4168,12661,Chesapeake,James A. Michener,4.17,812970438,9780812970432,eng,1024,18582,637,000606189-M.jpg,0
4169,12662,Caravans,James A. Michener,4.05,812969820,9780812969825,eng,320,4564,382,000606146-M.jpg,0
4170,12663,The Covenant,James A. Michener,4.18,749311614,9780749311612,eng,1240,17163,325,000490017-M.jpg,0
4171,12664,Iberia,James A. Michener-Robert Vavra,3.7,449207331,9780449207338,eng,960,2067,146,0006516285-M.jpg,1
4172,12665,Centennial,James A. Michener,4.23,449452697,9780449452691,eng,1086,94,13,,0
4173,12676,Carrie (Biblioteca de Stephen King. 102  8),Stephen King-Gregorio Vlastelica,3.95,609810901,9780609810903,spa,288,64,3,000391788-M.jpg,0
4174,12678,Carrie,Stephen King,3.95,9685957002,9789685957007,spa,254,28,8,0004924911-M.jpg,0
4175,12681,Cujo,Stephen King-MarÃ­a Antonieta Menini,3.7,9684193017,9789684193017,spa,414,214,27,,0
4176,12682,The Shining,Stephen King,4.21,743437497,9780743437493,eng,505,1283,131,000476944-M.jpg,0
4177,12683,The Shining,Stephen King-Campbell Scott,4.21,743536991,9780743536998,eng,0,13,0,000480852-M.jpg,0
4178,12684,The Shining,Stephen King,4.21,1417618256,9781417618255,eng,505,8,2,000761958-M.jpg,0
4179,12686,Marley & Me: Life and Love with the World's Worst Dog,John Grogan,4.13,61238228,9780061238222,en-US,306,676,166,00047533-M.jpg,0
4180,12691,Marley and Me: Life and Love With the World's Worst Dog,John Grogan,4.13,739461192,9780739461198,eng,291,406585,12100,,0
4181,12703,Wuthering Heights,Emily BrontÃ«-Alice Hoffman,3.84,451529251,9780451529251,eng,322,1894,204,000295796-M.jpg,0
4182,12712,Brodie's notes on Aldous Huxley's brave new world,Graham Handley,0.0,333581296,9780333581292,eng,71,0,0,0002389657-M.jpg,1
4183,12722,The Moon Is Down,John Steinbeck,3.89,141185538,9780141185538,eng,144,15004,947,000108000-M.jpg,0
4184,12723,Ride the Moon Down,Terry C. Johnston,4.18,553572822,9780553572827,en-US,576,100,4,000372410-M.jpg,0
4185,12724,Drawing Down the Moon: Witches  Druids  Goddess-Worshippers  and Other Pagans in America,Margot Adler,4.03,143038192,9780143038191,eng,672,6161,198,000111416-M.jpg,0
4186,12725,Sing Down the Moon,Scott O'Dell,3.74,440979757,9780440979753,eng,121,6383,343,0006562741-M.jpg,0
4187,12733,Light in August,William Faulkner,3.94,067964248X,9780679642480,eng,460,320,34,,0
4188,12738,The Transit of Venus,Shirley Hazzard,3.87,1860491812,9781860491818,eng,352,1591,259,000915167-M.jpg,0
4189,12746,Kingsblood Royal,Sinclair Lewis-Charles R. Johnson,3.96,375756868,9780375756863,en-US,352,74,10,000230311-M.jpg,0
4190,12749,Swann's Way (In Search of Lost Time  #1),Marcel Proust-Simon Vance-Lydia Davis,4.14,142437964,9780142437964,eng,492,29083,1656,000110622-M.jpg,0
4191,12753,Swann's Way (Remembrance of Things Past  #1),Marcel Proust-C.K. Scott Moncrieff-Elizabeth Dalton,4.14,1593083777,9781593083779,en-US,466,18,11,0001983456-M.jpg,1
4192,12754,Swann's Way (Remembrance of Things Past  #1),Marcel Proust-C.K. Scott Moncrieff,4.14,1414243677,9781414243672,eng,380,1,0,000758865-M.jpg,0
4193,12764,The Death of Artemio Cruz,Carlos Fuentes-Alfred MacAdam,3.86,374522839,9780374522834,eng,307,5749,259,0006486964-M.jpg,0
4194,12765,La muerte de Artemio Cruz,Carlos Fuentes,3.86,8434580330,9788434580336,spa,207,8,1,,0
4195,12769,Lady of the Lake,Elizabeth Mayne,3.26,373289804,9780373289806,eng,304,69,6,0005074629-M.jpg,1
4196,12770,A Kiss Before Dying,Ira Levin-Otto Penzler,3.94,786711647,9780786711642,eng,242,6184,522,000543323-M.jpg,0
4197,12771,A Kiss Before Dying (Sweet Valley High  #122),Francine Pascal-Kate William,3.68,553566407,9780553566406,eng,197,261,7,000372078-M.jpg,0
4198,12781,The Satanic Verses,Salman Rushdie,3.71,312270828,9780312270827,eng,561,41709,2567,000177748-M.jpg,0
4199,12783,The Satanic Verses,Salman Rushdie,3.71,014011890X,9780140118902,eng,560,9,0,,0
4200,12786,The City of Falling Angels,John Berendt,3.54,143036939,9780143036937,eng,414,12412,1471,,0
4201,12787,Falling Angel,William Hjortsberg-Ridley Scott-James Crumley,3.92,1933618086,9781933618081,eng,302,2137,202,000962148-M.jpg,0
4202,12789,Falling Angels (Luc Actar #1),Melissa M. Garcia,4.67,595377106,9780595377107,eng,216,1,0,0001303962-M.jpg,0
4203,12793,The Collaborator: The Trial and Execution of Robert Brasillach,Alice Kaplan,3.84,226424154,9780226424156,eng,308,67,12,000141499-M.jpg,0
4204,12803,Ulysses,James Joyce-Craig Raine,3.73,679455132,9780679455134,eng,1084,237,36,000419053-M.jpg,0
4205,12804,Ulysses,James Joyce,3.73,1857151003,9781857151008,en-GB,1084,30,5,0004872884-M.jpg,0
4206,12807,The Crazed,Ha Jin,3.49,434010537,9780434010530,eng,336,15,1,000274319-M.jpg,0
4207,12810,Feng kuang,Ha Jin,3.49,9571341274,9789571341279,zho,300,0,0,,0
4208,12812,Chickenhawk: Back in the World Again: Life After Vietnam,Robert Mason,4.05,140158766,9780140158762,eng,400,166,16,00096243-M.jpg,0
4209,12817,Nuns and Soldiers,Iris Murdoch-Karen Armstrong,3.93,142180092,9780142180099,eng,512,489,35,000109756-M.jpg,0
4210,12820,Sir Gawain And The Green Knight,Michael Morpurgo-Michael Foreman,3.93,744586461,9780744586466,eng,120,21,5,,0
4211,12821,Night,Elie Wiesel,4.32,317649205,9780317649208,eng,199,9,1,,0
4212,12822,Cliffs Notes on Wiesel's Night,Maryam Riess,3.4,822008939,9780822008934,eng,80,5,1,000621716-M.jpg,0
4213,12823,The Night Trilogy: Night  Dawn  the Accident,Elie Wiesel-Marion Wiesel,4.29,374521409,9780374521400,eng,318,2361,249,000224747-M.jpg,0
4214,12827,Strong Motion,Jonathan Franzen,3.51,184115749X,9781841157498,eng,528,3865,269,000885203-M.jpg,0
4215,12828,How to Be Alone,Jonathan Franzen,3.6,7153589,9780007153589,eng,306,327,34,00011018-M.jpg,0
4216,12829,The Twenty-Seventh City,Jonathan Franzen,3.12,312420145,9780312420147,eng,528,3511,329,000181618-M.jpg,0
4217,12840,Second Ring of Power,Carlos Castaneda,4.02,671732471,9780671732479,en-US,328,2692,34,000407923-M.jpg,0
4218,12841,The Active Side of Infinity,Carlos Castaneda,4.16,006092960X,9780060929602,eng,288,1890,69,,0
4219,12842,Journey to Ixtlan,Carlos Castaneda,4.13,671732463,9780671732462,eng,272,8139,251,000407922-M.jpg,0
4220,12843,The Wheel of Time: The Shamans of Mexico Their Thoughts About Life Death & the Universe,Carlos Castaneda,4.04,074341280X,9780743412803,eng,304,917,36,000476140-M.jpg,0
4221,12844,Power of Silence,Carlos Castaneda,4.21,067173248X,9780671732486,eng,288,2189,51,000407924-M.jpg,0
4222,12845,Tales of Power,Carlos Castaneda,4.15,671732528,9780671732523,en-US,304,4405,78,000407928-M.jpg,0
4223,12846,Fire from Within,Carlos Castaneda,4.13,671732501,9780671732509,en-US,304,2477,63,000407926-M.jpg,0
4224,12847,The Art of Dreaming,Carlos Castaneda,4.11,1855384272,9781855384279,eng,260,3362,91,000906213-M.jpg,0
4225,12851,The Best Stories of Fyodor Dostoevsky,Fyodor Dostoyevsky-David Magarshack,4.26,345481267,9780345481269,eng,352,107,7,000211933-M.jpg,0
4226,12852,The Best Short Stories,Fyodor Dostoyevsky-David Magarshack,4.26,375756884,9780375756887,eng,320,2663,85,000230313-M.jpg,0
4227,12853,Demons,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,4.26,375411224,9780375411229,eng,733,193,22,000226233-M.jpg,0
4228,12854,The Idiot,Fyodor Dostoyevsky-Richard Pevear-Larissa Volokhonsky,4.18,375702245,9780375702242,eng,633,2612,275,000228385-M.jpg,0
4229,12855,Great Short Works of Fyodor Dostoevsky,Fyodor Dostoyevsky-Ronald Hingley,4.41,60726466,9780060726461,eng,768,1292,28,00032970-M.jpg,0
4230,12856,The Idiot,Fyodor Dostoyevsky-Constance Garnett-Joseph Frank,4.18,1593080581,9781593080587,eng,578,405,50,000869649-M.jpg,0
4231,12859,Celtic Tree Mysteries: Practical Druid Magic & Divination,Steve Blamires-Sandy Leuthner,3.93,1567180701,9781567180701,en-US,278,190,5,000808877-M.jpg,0
4232,12873,Rebecca,Daphne du Maurier-Sally Beauman,4.22,1844080382,9781844080380,en-US,441,179051,8061,000893831-M.jpg,0
4233,12876,Betraying Spinoza: The Renegade Jew Who Gave Us Modernity,Rebecca Goldstein,3.92,805242090,9780805242096,en-US,304,508,77,000581862-M.jpg,0
4234,12879,Shadow of the Moon (Moon #5),Rebecca York,3.79,042520961X,9780425209615,eng,336,530,25,000273540-M.jpg,0
4235,12880,Black Lamb and Grey Falcon,Rebecca West-Christopher Hitchens,4.23,014310490X,9780143104902,eng,1181,1550,218,000111835-M.jpg,0
4236,12881,Operation Shylock: A Confession,Philip Roth,3.77,009930791X,9780099307914,eng,400,3013,175,00072472-M.jpg,0
4237,12882,Operation Shylock. Ein Bekenntnis,Philip Roth,3.77,3446176934,9783446176935,ger,464,1,0,,0
4238,12883,OperaciÃ³n Shylock,Philip Roth-RamÃ³n Buenaventura,3.77,8497937554,9788497937559,spa,464,23,5,0005277886-M.jpg,1
